time,acc_x,acc_y,acc_z,acc_abs,gyro_x,gyro_y,gyro_z,gyro_abs,label,subject_id
0.0,0.8519999981,-6.204999924,-5.068999767,,0.0,0.0,0.0,,duduk,subjek_001
0.020628333999999998,0.3529999852,-2.621999979,-1.922000051,,0.0,0.0,0.0,,duduk,subjek_001
0.041258814000000005,0.199000001,-1.080000043,-0.4779999852,,0.0,0.0,0.0,,duduk,subjek_001
0.061885925999999994,0.0,-0.3580000103,-0.09099999815,,0.0,0.0,0.0,,duduk,subjek_001
0.082514334,-0.1159999967,-0.1369999945,-0.1120000035,,0.0,0.0,0.0,,duduk,subjek_001
0.103143019,0.004999999888,-0.1199999973,-0.2189999968,,0.0,0.0,0.0,,duduk,subjek_001
0.12376768999999999,0.1630000025,-0.07400000095,-0.2140000015,,0.0,0.0,0.0,,duduk,subjek_001
0.144393495,0.2590000033,-0.02099999972,0.03700000048,,0.0,0.0,0.0,,duduk,subjek_001
0.165021901,0.2829999924,0.03799999878,0.0120000001,,0.0,0.0,0.0,,duduk,subjek_001
0.185653744,0.1319999993,0.04100000113,0.1659999937,,0.0,0.0,0.0,,duduk,subjek_001
0.206284866,0.006000000052,-0.004999999888,0.04199999943,,0.2391124964,0.08813749999,-0.004537499975,,duduk,subjek_001
0.226916934,-0.1570000052,-0.01600000076,-0.04300000146,,0.2721124887,0.09267500043,-0.007562499959,,duduk,subjek_001
0.24754980899999998,-0.08799999952,0.03400000185,0.05099999905,,0.2653749883,0.102987498,-0.09679999948,,duduk,subjek_001
0.26818237,-0.02600000054,-0.03500000015,-0.02199999988,,0.2205500007,0.1175625026,-0.1102750003,,duduk,subjek_001
0.28881292299999994,-0.0719999969,-0.00800000038,0.0549999997,,0.1699499935,0.1319999993,-0.1363999993,,duduk,subjek_001
0.309439939,-0.01099999994,0.06300000101,0.1000000015,,0.1387374997,0.1385999918,-0.1731124967,,duduk,subjek_001
0.330064932,0.08200000226,-0.01700000092,-0.1190000027,,0.1384624988,0.1269125044,-0.2028124928,,duduk,subjek_001
0.350690595,0.00400000019,-0.01999999955,-0.01799999923,,0.1434125006,0.1141249985,-0.210512504,,duduk,subjek_001
0.37131867900000004,0.0,-0.01899999939,0.07599999756,,0.128700003,0.09679999948,-0.1886499971,,duduk,subjek_001
0.391946734,0.006000000052,-0.1080000028,-0.04399999976,,0.1061500013,0.07163749635,-0.1428624988,,duduk,subjek_001
0.412575476,-0.06400000304,-0.0120000001,0.07299999893,,0.07466249913,0.0496375002,-0.09652499855,,duduk,subjek_001
0.433205178,-0.08500000089,0.02099999972,-0.05000000075,,0.0434499979,0.002749999985,-0.005637499969,,duduk,subjek_001
0.453833488,-0.01099999994,-0.01400000043,-0.05900000036,,0.03822499886,0.0004124999978,-0.003299999982,,duduk,subjek_001
0.47446225799999997,0.01499999966,0.0,0.1099999994,,0.0492249988,-0.00178749999,-0.00178749999,,duduk,subjek_001
0.49509079899999997,0.02800000086,-0.02899999917,-0.04300000146,,0.06270000339,-0.03767500073,-0.0001374999993,,duduk,subjek_001
0.5157167389999999,-0.004999999888,0.03500000015,0.05200000107,,0.06599999964,-0.05073750019,0.001512499992,,duduk,subjek_001
0.536343028,-0.006000000052,0.0549999997,0.03700000048,,0.0496375002,-0.0549999997,0.003437499981,,duduk,subjek_001
0.556965048,0.00400000019,-0.001000000047,-0.06700000167,,0.04248749837,-0.07191249728,0.004949999973,,duduk,subjek_001
0.577593047,-0.0540000014,0.01099999994,0.09200000018,,0.04413750023,-0.0808499977,0.004812499974,,duduk,subjek_001
0.598223769,-0.04399999976,-0.07900000364,-0.0680000037,,0.04124999791,-0.08648750186,0.003987499978,,duduk,subjek_001
0.6188502149999999,-0.04699999839,-0.03799999878,0.0,,0.04564999789,-0.09487500042,0.003299999982,,duduk,subjek_001
0.639475052,0.01799999923,0.07800000161,0.02300000004,,0.04881250113,-0.08992499858,0.002199999988,,duduk,subjek_001
0.6601005489999999,0.03999999911,0.07299999893,0.0120000001,,0.04798749834,-0.0937749967,0.001374999993,,duduk,subjek_001
0.680726714,-0.06400000304,-0.01099999994,-0.02199999988,,0.05362499878,-0.1067000031,0.001099999994,,duduk,subjek_001
0.7013536029999999,-0.06499999762,-0.06100000069,-0.0549999997,,0.04991250113,-0.1185249984,0.002199999988,,duduk,subjek_001
0.721979827,-0.08200000226,-0.03099999949,-0.01099999994,,0.04578749835,-0.1315875053,0.004399999976,,duduk,subjek_001
0.742606937,0.03400000185,0.03400000185,-0.05299999937,,0.04606249928,-0.1498750001,0.006049999967,,duduk,subjek_001
0.763231998,0.09099999815,0.09200000018,-0.04199999943,,0.002887499984,-0.1560624987,0.006737499963,,duduk,subjek_001
0.783858814,0.07100000232,-0.004999999888,0.0390000008,,0.001512499992,-0.1658249944,0.006737499963,,duduk,subjek_001
0.8044864939999999,-0.0549999997,-0.09799999744,-0.05200000107,,0.0009624999948,-0.1713249981,0.005912499968,,duduk,subjek_001
0.825112337,-0.1519999951,-0.02899999917,-0.1640000045,,-0.0004124999978,-0.1707749963,0.005362499971,,duduk,subjek_001
0.845740472,-0.1550000012,-0.04800000042,-0.1159999967,,-0.002474999987,-0.1832875013,0.006324999966,,duduk,subjek_001
0.866366043,-0.08500000089,0.09700000286,-0.1809999943,,-0.05307500064,-0.1944250017,0.08910000324,,duduk,subjek_001
0.886994041,0.04399999976,-0.04199999943,-0.2290000021,,-0.09762500226,-0.1898874938,0.1106875017,,duduk,subjek_001
0.907622171,0.0390000008,0.0,-0.09700000286,,-0.1431374997,-0.1861750036,0.1115124971,,duduk,subjek_001
0.928252789,-0.001000000047,-0.04600000009,-0.02800000086,,-0.184799999,-0.1779250056,0.09803749621,,duduk,subjek_001
0.9488830509999999,-0.04100000113,-0.08799999952,0.04699999839,,-0.2259124964,-0.167750001,0.00838750042,,duduk,subjek_001
0.969510527,-0.1969999969,-0.05099999905,0.01600000076,,-0.2463999987,-0.1728374958,0.08841250092,,duduk,subjek_001
0.9901368879999999,-0.1920000017,0.1659999937,0.03500000015,,-0.2723875046,-0.1836999953,0.1219625026,,duduk,subjek_001
1.0107628819999999,0.03400000185,0.06700000167,0.05200000107,,-0.2987875044,-0.2004749924,0.1596374959,,duduk,subjek_001
1.0313889059999999,0.5040000081,-0.2049999982,0.1199999973,,-0.3082749844,-0.2186249942,0.1687124968,,duduk,subjek_001
1.052014882,0.1780000031,-0.1270000041,0.09099999815,,-0.2883374989,-0.2227499932,0.1313125044,,duduk,subjek_001
1.072641156,0.1940000057,-0.1319999993,0.4699999988,,-0.2575374842,-0.2227499932,0.00838750042,,duduk,subjek_001
1.093268216,-0.002000000095,-0.1120000035,-0.4699999988,,-0.1765500009,-0.2475000024,0.003987499978,,duduk,subjek_001
1.113895762,-0.3560000062,0.4370000064,-0.4699999988,,-0.1430000067,-0.2542375028,0.003437499981,,duduk,subjek_001
1.134522148,0.1519999951,0.3930000067,-0.4309999943,,-0.1199000031,-0.2639999986,0.003024999984,,duduk,subjek_001
1.155147682,0.09000000358,0.2460000068,-0.9010000229,,-0.1365374923,-0.2677125037,0.001099999994,,duduk,subjek_001
1.175776727,-0.6700000167,0.4359999895,-0.2060000002,,-0.2087250054,-0.2508000135,-0.0009624999948,,duduk,subjek_001
1.196405545,-0.5350000262,0.1620000005,0.3910000026,,-0.253962487,-0.2602874935,-0.002749999985,,duduk,subjek_001
1.217031583,-0.03700000048,-0.400000006,0.009999999776,,-0.2850374877,-0.2817375064,-0.003987499978,,duduk,subjek_001
1.237661127,0.4830000103,-0.6290000081,-0.4550000131,,-0.3422375023,-0.3038749993,-0.00371249998,,duduk,subjek_001
1.258291657,0.5019999743,-0.2080000043,-0.326000005,,-0.4618625045,-0.3255999982,-0.000549999997,,duduk,subjek_001
1.278924677,-0.2129999995,0.6359999776,-0.5210000277,,-0.5730999708,-0.3429250121,-0.0006874999963,,duduk,subjek_001
1.299559758,0.2790000141,-0.02600000054,0.9639999866,,-0.7998374701,-0.326700002,0.003849999979,,duduk,subjek_001
1.320189542,-0.2060000002,0.3170000017,-0.3519999981,,-0.8243125081,-0.3687750101,-0.0006874999963,,duduk,subjek_001
1.340815531,0.2339999974,0.2169999927,-0.5170000196,,-0.9039250016,-0.3976500034,-0.00178749999,,duduk,subjek_001
1.361440253,0.2619999945,-0.07299999893,-0.6079999804,,-0.9305999875,-0.4148375094,-0.00178749999,,duduk,subjek_001
1.382065992,0.2070000023,0.00400000019,-0.4289999902,,-0.9013124704,-0.416762501,-0.005912499968,,duduk,subjek_001
1.402691257,-0.09099999815,0.1379999965,-0.1710000038,,-0.9190499783,-0.3502124846,-0.1603250057,,duduk,subjek_001
1.423312291,0.02600000054,0.1120000035,-0.01899999939,,-0.9824374914,-0.2509374917,-0.2604250014,,duduk,subjek_001
1.4439331899999999,-0.004999999888,0.1930000037,-0.0270000007,,-1.028087497,-0.1552374959,-0.3366000056,,duduk,subjek_001
1.464554508,-0.3409999907,0.2529999912,-0.01899999939,,-1.01970005,-0.09019999951,-0.3641000092,,duduk,subjek_001
1.485173535,-0.5690000057,0.2949999869,-0.2179999948,,-1.050362468,-0.05458749831,-0.2989250124,,duduk,subjek_001
1.505795749,0.3799999952,-0.1659999937,-0.2080000043,,-0.9514999986,-0.04592499882,-0.3239499927,,duduk,subjek_001
1.526416523,0.3919999897,-0.3129999936,-0.00400000019,,-1.077999949,0.003162499983,-0.2905375063,,duduk,subjek_001
1.547039185,-0.3759999871,0.2569999993,0.2479999959,,-1.053387523,0.07521250099,-0.3129499853,,duduk,subjek_001
1.567664833,0.2380000055,0.4059999883,0.09099999815,,-1.023000002,0.06957499683,-0.2987875044,,duduk,subjek_001
1.588289743,0.4650000036,0.1209999993,-0.05000000075,,-0.9916499853,0.04455000162,-0.2906749845,,duduk,subjek_001
1.608912289,0.04199999943,-0.1059999987,-0.4970000088,,-0.9451749921,-0.001374999993,-0.2534124851,,duduk,subjek_001
1.62953568,-0.1469999999,0.09799999744,-0.2639999986,,-0.8805499673,-0.08373750001,-0.2206874937,,duduk,subjek_001
1.650156363,-0.3540000021,0.3179999888,0.3600000143,,-0.8155124784,-0.1754499972,-0.1843875051,,duduk,subjek_001
1.670778825,-0.1780000031,-0.1150000021,-0.3170000017,,-0.7449749708,-0.2635875046,-0.193737492,,duduk,subjek_001
1.691403374,-0.003000000026,-0.2759999931,-0.6039999723,,-0.6511999965,-0.2928749919,-0.3026374876,,duduk,subjek_001
